os_postcode,uprn,pao,street,town,postcode,lr_ccod_address,uprn2,os_lpi_address,os_pao
SE16 4UW,200003498488,NICKLEBY HOUSE DICKENS ESTATE,GEORGE ROW,,,"58, 59, 60, 61 and 62 Parkers Row, Tapley House, Copperfield House and Dombey House, Wolseley Street and Nickleby House, George Row, London",200003498488,"NICKLEBY HOUSE DICKENS ESTATE, GEORGE ROW, LONDON, SE16 4UW",NICKLEBY HOUSE DICKENS ESTATE GEORGE ROW
SE16 4UL,200003498487,FLEMING HOUSE DICKENS ESTATE,GEORGE ROW,,,"Land at George Row, London",200003498487,"FLEMING HOUSE DICKENS ESTATE, GEORGE ROW, LONDON, SE16 4UL",FLEMING HOUSE DICKENS ESTATE GEORGE ROW
SE16 4UJ,200003498486,BROWNLOW HOUSE DICKENS ESTATE,GEORGE ROW,,,"Land at George Row, London",200003498486,"BROWNLOW HOUSE DICKENS ESTATE, GEORGE ROW, LONDON, SE16 4UJ",BROWNLOW HOUSE DICKENS ESTATE GEORGE ROW
SE1 6HF,200003498476,PROSPECT HOUSE GAYWOOD ESTATE,GAYWOOD STREET,,,"land and buildings in London Road, Garden Row, St George's Road, Gaywood Street and Princess Street, collectively known as The Gaywood Housing Estate, London",200003498476,"PROSPECT HOUSE GAYWOOD ESTATE, GAYWOOD STREET, LONDON, SE1 6HF",PROSPECT HOUSE GAYWOOD ESTATE GAYWOOD STREET
SE1 2NB,200003498445,57,GAINSFORD STREET,,,"56 GAINSFORD STREET, LONDON SE1 2NB",200003498445,"57 GAINSFORD STREET, LONDON, SE1 2NB",57 GAINSFORD STREET
SE1 2NE,200003498440,"THE COOPERAGES, 8",GAINSFORD STREET,LONDON,SE1 2NE,"Land and buildings on the south east side of Horselydown Lane, London",200003498440,"THE COOPERAGES, 8 GAINSFORD STREET, LONDON, SE1 2NE",THE COOPERAGES 8 GAINSFORD STREET
SE1 2NE,200003498439,"TAMARIND COURT, 18",GAINSFORD STREET,,,,200003498439,"TAMARIND COURT, 18 GAINSFORD STREET, LONDON, SE1 2NE",TAMARIND COURT 18 GAINSFORD STREET
SE22 0NQ,200003498397,MUNDANIA COURT,FOREST HILL ROAD,,,"1 to 50 Mundania Court, Forest Hill Road, London (SE22 0NQ)",200003498397,"MUNDANIA COURT, FOREST HILL ROAD, LONDON, SE22 0NQ",MUNDANIA COURT FOREST HILL ROAD
SE15 1AA,200003498365,BUNBURY HOUSE,FENHAM ROAD,,,"land at Leontine Close, London",200003498365,"BUNBURY HOUSE, FENHAM ROAD, LONDON, SE15 1AA",BUNBURY HOUSE FENHAM ROAD
SE19 1SW,200003498357,LOWOOD COURT,FARQUHAR ROAD,,,"Glenhurst Court, Knoll Court, Lowood Court and Garages, Farquhar Road, London",200003498357,"LOWOOD COURT, FARQUHAR ROAD, LONDON, SE19 1SW",LOWOOD COURT FARQUHAR ROAD
SE19 1SP,200003498356,KNOLL COURT,FARQUHAR ROAD,,,"Glenhurst Court, Knoll Court, Lowood Court and Garages, Farquhar Road, London",200003498356,"KNOLL COURT, FARQUHAR ROAD, LONDON, SE19 1SP",KNOLL COURT FARQUHAR ROAD
SE19 1SR,200003498355,GLENHURST COURT,FARQUHAR ROAD,,,"Glenhurst Court, Knoll Court, Lowood Court and Garages, Farquhar Road, London",200003498355,"GLENHURST COURT, FARQUHAR ROAD, LONDON, SE19 1SR",GLENHURST COURT FARQUHAR ROAD
SE1 6RN,200003498345,WHITWORTH HOUSE ROCKINGHAM ESTATE,FALMOUTH ROAD,,,"Whitworth House and  Bramwell House, The Rising Sun Public House and 100 and 102 Harper Road, Wicksteed House, Cartwright House, Varley House, Wheatstone House and Crompton House, County Street and Edison House, Munton Road",200003498345,"WHITWORTH HOUSE ROCKINGHAM ESTATE, FALMOUTH ROAD, LONDON, SE1 6RN",WHITWORTH HOUSE ROCKINGHAM ESTATE FALMOUTH ROAD
SE1 6QN,200003498343,LONGRIDGE HOUSE ROCKINGHAM ESTATE,FALMOUTH ROAD,,,"Telford House, Tiverton Street, Rankine House, Stephenson House, Rennie House, Rumford House, Banks House, Binnie House, Brunlees House and The Uxbridge Arms Public House, Bath Terrace, Aird House, Arrol House, Longridge House, Martin House and The King William IV Public House, Rockingham Street, Ellington House, Harper Road, The Community Centre, Falmouth Road and 1 to 28 Bath Terrace, London",200003498343,"LONGRIDGE HOUSE ROCKINGHAM ESTATE, FALMOUTH ROAD, LONDON, SE1 6QN",LONGRIDGE HOUSE ROCKINGHAM ESTATE FALMOUTH ROAD
SE16 6PT,200003498291,GRANTHAM COURT,ELEANOR CLOSE,,,"Land at Eleanor Close, London",200003498291,"GRANTHAM COURT, ELEANOR CLOSE, LONDON, SE16 6PT",GRANTHAM COURT ELEANOR CLOSE
SE16 6PS,200003498290,DERWENT COURT,ELEANOR CLOSE,,,"Land at Eleanor Close, London",200003498290,"DERWENT COURT, ELEANOR CLOSE, LONDON, SE16 6PS",DERWENT COURT ELEANOR CLOSE
SE17 2HG,200003498257,WALSHAM HOUSE NELSON ESTATE,BLACKWOOD STREET,,,"14 to 22 and 28 to 90 (even numbers) East Street 1 to 37 Bronti Close Ringsfield House, Trafalgar House and Walsham House, Bronti Close the site of Bronti Close and Part of the site of Walworth Place, London",200003498257,"WALSHAM HOUSE NELSON ESTATE, BLACKWOOD STREET, LONDON, SE17 2HG",WALSHAM HOUSE NELSON ESTATE BLACKWOOD STREET
SE17 2HE,200003498255,RINGSFIELD HOUSE NELSON ESTATE,EAST STREET,,,"14 to 22 and 28 to 90 (even numbers) East Street 1 to 37 Bronti Close Ringsfield House, Trafalgar House and Walsham House, Bronti Close the site of Bronti Close and Part of the site of Walworth Place, London",200003498255,"RINGSFIELD HOUSE NELSON ESTATE, EAST STREET, LONDON, SE17 2HE",RINGSFIELD HOUSE NELSON ESTATE EAST STREET
SE17 2JN,200003498251,INNIS HOUSE ALVEY ESTATE,EAST STREET,,,"The Alvey Estate, East Street, London",200003498251,"INNIS HOUSE ALVEY ESTATE, EAST STREET, LONDON, SE17 2JN",INNIS HOUSE ALVEY ESTATE EAST STREET
SE17 2JL,200003498248,DUNNICO HOUSE ALVEY ESTATE,EAST STREET,,,"The Alvey Estate, East Street, London",200003498248,"DUNNICO HOUSE ALVEY ESTATE, EAST STREET, LONDON, SE17 2JL",DUNNICO HOUSE ALVEY ESTATE EAST STREET
SE16 4BX,200003498172,PRESTWOOD HOUSE ST CRISPINS ESTATE,DRUMMOND ROAD,,,"162 to 178 (even) Jamaica Road, 1 to 14 Perryn Road, Chalfont House, Keeton's Road, Farmer House Tranton Road, Prestwood House Drummond Road and The Surgery 6 Drummond Road, London",200003498172,"PRESTWOOD HOUSE ST CRISPINS ESTATE, DRUMMOND ROAD, LONDON, SE16 4BX",PRESTWOOD HOUSE ST CRISPINS ESTATE DRUMMOND ROAD
SE17 3TG,200003498158,KEAN HOUSE,DODDINGTON GROVE,,,"land at Doddington Grove, London",200003498158,"KEAN HOUSE, DODDINGTON GROVE, LONDON, SE17 3TG",KEAN HOUSE DODDINGTON GROVE
SE17 3TF,200003498157,JEPHSON HOUSE,DODDINGTON GROVE,,,"land at Doddington Grove, London",200003498157,"JEPHSON HOUSE, DODDINGTON GROVE, LONDON, SE17 3TF",JEPHSON HOUSE DODDINGTON GROVE
SE17 3TD,200003498154,GARBETT HOUSE,DODDINGTON GROVE,,,"land at Doddington Grove, London",200003498154,"GARBETT HOUSE, DODDINGTON GROVE, LONDON, SE17 3TD",GARBETT HOUSE DODDINGTON GROVE
SE17 3SY,200003498150,COLET HOUSE,DODDINGTON GROVE,,,"land at Doddington Grove, London",200003498150,"COLET HOUSE, DODDINGTON GROVE, LONDON, SE17 3SY",COLET HOUSE DODDINGTON GROVE
SE1 4AA,200003498138,SYMINGTON HOUSE LAWSON ESTATE,DEVERELL STREET,,,"1 to 12, 15 to 29 and Sessions House Annexe, Dickens Square 1 to 39 (odd numbers) and 10 to 20 (even numbers) Ralph Street 93 and 153 to 189 (odd numbers) Harper Road 42 to 64 (even numbers) 41 to 119 (odd numbers) and The Squire's Club, Falmouth Road 1 to 105 Symington House and Trinity School, Deverell Street, London",200003498138,"SYMINGTON HOUSE LAWSON ESTATE, DEVERELL STREET, LONDON, SE1 4AA",SYMINGTON HOUSE LAWSON ESTATE DEVERELL STREET
SE5 9EY,200003498129,LANSDOWN HOUSE CRAWFORD ESTATE,DENMARK ROAD,,,"Crawford Housing Estate, London",200003498129,"LANSDOWN HOUSE CRAWFORD ESTATE, DENMARK ROAD, LONDON, SE5 9EY",LANSDOWN HOUSE CRAWFORD ESTATE DENMARK ROAD
SE5 9HB,200003498126,BOSTON HOUSE CRAWFORD ESTATE,DENMARK ROAD,,,"Crawford Housing Estate, London",200003498126,"BOSTON HOUSE CRAWFORD ESTATE, DENMARK ROAD, LONDON, SE5 9HB",BOSTON HOUSE CRAWFORD ESTATE DENMARK ROAD
SE1 2ND,200003498052,VANILLA AND SESAME COURT,CURLEW STREET,,,"W1 Building and Vanilla and Sesame Building, Curlew Street, Butlers Wharf, London",200003498052,"VANILLA AND SESAME COURT, CURLEW STREET, LONDON, SE1 2ND",VANILLA AND SESAME COURT CURLEW STREET
SE17 1HH,200003497995,MARDYKE HOUSE MARDYKE ESTATE,CROSSLET STREET,,,"Mardyke House, Crosslet Street, London (SE17 1HH)",200003497995,"MARDYKE HOUSE MARDYKE ESTATE, CROSSLET STREET, LONDON, SE17 1HH",MARDYKE HOUSE MARDYKE ESTATE CROSSLET STREET
SE1 3YB,200003497993,EYNSFORD HOUSE,CROSBY ROW,,,71 to 79 (odd numbers) Long Lane and 1 to 15 (odd numbers) Crosby Row,200003497993,"EYNSFORD HOUSE, CROSBY ROW, LONDON, SE1 3YB",EYNSFORD HOUSE CROSBY ROW
SE5 9PS,200003497961,BALDOCK HOUSE CRAWFORD ESTATE,CRAWFORD ROAD,,,"Crawford Housing Estate, London",200003497961,"BALDOCK HOUSE CRAWFORD ESTATE, CRAWFORD ROAD, LONDON, SE5 9PS",BALDOCK HOUSE CRAWFORD ESTATE CRAWFORD ROAD
SE1 6RH,200003497958,WICKSTEED HOUSE ROCKINGHAM ESTATE,COUNTY STREET,,,"Whitworth House and  Bramwell House, The Rising Sun Public House and 100 and 102 Harper Road, Wicksteed House, Cartwright House, Varley House, Wheatstone House and Crompton House, County Street and Edison House, Munton Road",200003497958,"WICKSTEED HOUSE ROCKINGHAM ESTATE, COUNTY STREET, LONDON, SE1 6RH",WICKSTEED HOUSE ROCKINGHAM ESTATE COUNTY STREET
SE17 3NQ,200003497908,NAPIER HOUSE BRANDON ESTATE,COOKS ROAD,,,"land lying to the north and south of Lorrimore Square and south of Bethwin Road, London",200003497908,"NAPIER HOUSE BRANDON ESTATE, COOKS ROAD, LONDON, SE17 3NQ",NAPIER HOUSE BRANDON ESTATE COOKS ROAD
SE15 5EG,200003497900,LAMBROOK HOUSE CLIFTON ESTATE,CONSORT ROAD,,,"1 to 7 Portbury Close, 1 to 30 Winford Court and 1 to 46 Yarnfield Square, Clayton Road, 1 to 28 Carnicot House and 1 to 40 Martock Court, Consort Road 1 to 39 Lambrook House, 1 to 76 Witcombe Point and The Red Cow Public House, Peckham High Street and 4 to 64 (even) Consort Road, London",200003497900,"LAMBROOK HOUSE CLIFTON ESTATE, CONSORT ROAD, LONDON, SE15 5EG",LAMBROOK HOUSE CLIFTON ESTATE CONSORT ROAD
SE17 1TG,200003497892,COMUS HOUSE CONGREVE ESTATE,CONGREVE STREET,,,"Thornton House, Townsend Street, London (SE17 1HY), 10-21(inc) Comus Place, London (SE17 1TQ), Comus House, Congreve Street, London (SE17 1TG), Ightham House, Beckway Street, London (SE17 1TH), Offham House, Beckway Street, London (SE17 1TW) and 1-8(inc) and (14-22) Barker House, Congreve Street, London (SE17 1TD)",200003497892,"COMUS HOUSE CONGREVE ESTATE, CONGREVE STREET, LONDON, SE17 1TG",COMUS HOUSE CONGREVE ESTATE CONGREVE STREET
SE15 1NE,200003497883,SKENFRITH HOUSE LEDBURY ESTATE,COMMERCIAL WAY,,,"land on the north side of Bird in Bush Road, London",200003497883,"SKENFRITH HOUSE LEDBURY ESTATE, COMMERCIAL WAY, LONDON, SE15 1NE",SKENFRITH HOUSE LEDBURY ESTATE COMMERCIAL WAY
SE15 1NF,200003497882,PETERCHURCH HOUSE LEDBURY ESTATE,COMMERCIAL WAY,,,"land on the north side of Bird in Bush Road, London",200003497882,"PETERCHURCH HOUSE LEDBURY ESTATE, COMMERCIAL WAY, LONDON, SE15 1NF",PETERCHURCH HOUSE LEDBURY ESTATE COMMERCIAL WAY
SE15 1QE,200003497880,BROMYARD HOUSE LEDBURY ESTATE,COMMERCIAL WAY,,,"land and buildings on the east side of Ledbury Street, 2 to 32 (even) Naylor Road, 1 to 20 (all) Credenhill House, 60 to 80 (even), 80a, 82, 82a Bird in Bush Road and 1 to 56 (all) Bromyard House, London",200003497880,"BROMYARD HOUSE LEDBURY ESTATE, COMMERCIAL WAY, LONDON, SE15 1QE",BROMYARD HOUSE LEDBURY ESTATE COMMERCIAL WAY
SE5 0LB,200003497878,MARINEL HOUSE COMBER ESTATE,COMBER GROVE,,,"11 to 14 Blucher Road, 47 to 69 (odd numbers) the sites 71, 73, 75 and 77 Comber Grove and land and buildings between 53 and 55 Comber Grove 8, 9, 10 and 11 Badsworth Road and land and buildings at the back of 8 and 9 Badsworth Road, and the sites of 12, 13 and 14 Badsworth Road and 16 and 17 Medlar Street",200003497878,"MARINEL HOUSE COMBER ESTATE, COMBER GROVE, LONDON, SE5 0LB",MARINEL HOUSE COMBER ESTATE COMBER GROVE
SE5 0LJ,200003497875,COMBER HOUSE COMBER ESTATE,COMBER GROVE,,,"Speke House, Comber House, Grenfell House and Moffat House, Comber Grove, Camberwell, London",200003497875,"COMBER HOUSE COMBER ESTATE, COMBER GROVE, LONDON, SE5 0LJ",COMBER HOUSE COMBER ESTATE COMBER GROVE
SE5 0LA,200003497873,ARNOT HOUSE COMBER ESTATE,COMBER GROVE,,,"11 to 14 Blucher Road, 47 to 69 (odd numbers) the sites 71, 73, 75 and 77 Comber Grove and land and buildings between 53 and 55 Comber Grove 8, 9, 10 and 11 Badsworth Road and land and buildings at the back of 8 and 9 Badsworth Road, and the sites of 12, 13 and 14 Badsworth Road and 16 and 17 Medlar Street",200003497873,"ARNOT HOUSE COMBER ESTATE, COMBER GROVE, LONDON, SE5 0LA",ARNOT HOUSE COMBER ESTATE COMBER GROVE
SE21 7LT,200003497851,GAINSBOROUGH COURT,COLLEGE ROAD,,,"Gainsborough Court, College Road, Dulwich, London (SE21 7LT)",200003497851,"GAINSBOROUGH COURT, COLLEGE ROAD, LONDON, SE21 7LT",GAINSBOROUGH COURT COLLEGE ROAD
SE19 1UZ,200003497847,CRYSTAL COURT,COLLEGE ROAD,,,"land at College Road, London",200003497847,"CRYSTAL COURT, COLLEGE ROAD, LONDON, SE19 1UZ",CRYSTAL COURT COLLEGE ROAD
SE1 9FD,200003497826,"HORSESHOE WHARF APARTMENTS, 6",CLINK STREET,,,"Horseshoe Wharf, Clink Street, (SE1 9DG)",200003497826,"HORSESHOE WHARF APARTMENTS, 6 CLINK STREET, LONDON, SE1 9FD",HORSESHOE WHARF APARTMENTS 6 CLINK STREET
SE16 4DG,200003497822,"TOWER BRIDGE BUSINESS COMPLEX, 100",CLEMENTS ROAD,,,"Land and Buildings at, Tower Bridge Business Complex, 100 Clements Road, London (SE16 4DG)",200003497822,"TOWER BRIDGE BUSINESS COMPLEX, 100 CLEMENTS ROAD, LONDON, SE16 4DG",TOWER BRIDGE BUSINESS COMPLEX 100 CLEMENTS ROAD
SE15 5HZ,200003497821,FLAMBOROUGH HOUSE OLIVER GOLDSMITH ESTATE,CLAYTON ROAD,,,"Flamborough House and Purdon House, Oliver Goldsmith Estate, London",200003497821,"FLAMBOROUGH HOUSE OLIVER GOLDSMITH ESTATE, CLAYTON ROAD, LONDON, SE15 5HZ",FLAMBOROUGH HOUSE OLIVER GOLDSMITH ESTATE CLAYTON ROAD
SE16 4PQ,200003497796,MORRISS HOUSE,CHERRY GARDEN STREET,,,"land and buildings on the east side of Marigold Street, London",200003497796,"MORRISS HOUSE, CHERRY GARDEN STREET, LONDON, SE16 4PQ",MORRISS HOUSE CHERRY GARDEN STREET
SE5 8TE,200003497744,HANNEN HOUSE CHAMPION PARK ESTATE,CHAMPION PARK,,,119 Denmark Hill 21 to 23 Champion Park 125 to 143 (odd numbers) Denmark Hill and land at the back thereof and the site of part of Denmark Hill,200003497744,"HANNEN HOUSE CHAMPION PARK ESTATE, CHAMPION PARK, LONDON, SE5 8TE",HANNEN HOUSE CHAMPION PARK ESTATE CHAMPION PARK
SE5 8TD,200003497743,ALLPORT HOUSE CHAMPION PARK ESTATE,CHAMPION PARK,,,119 Denmark Hill 21 to 23 Champion Park 125 to 143 (odd numbers) Denmark Hill and land at the back thereof and the site of part of Denmark Hill,200003497743,"ALLPORT HOUSE CHAMPION PARK ESTATE, CHAMPION PARK, LONDON, SE5 8TD",ALLPORT HOUSE CHAMPION PARK ESTATE CHAMPION PARK
SE5 8TH,200003497739,RUSKIN PARK HOUSE,CHAMPION HILL,,,"land and buildings on the north east side of Champion Hill, London",200003497739,"RUSKIN PARK HOUSE, CHAMPION HILL, LONDON, SE5 8TH",RUSKIN PARK HOUSE CHAMPION HILL
SE5 8AY,200003497738,LECONFIELD HOUSE,CHAMPION HILL,,,land and buildings on the south side of Champion Hill,200003497738,"LECONFIELD HOUSE, CHAMPION HILL, LONDON, SE5 8AY",LECONFIELD HOUSE CHAMPION HILL
SE5 8DR,200003497737,HOLDERNESS HOUSE,CHAMPION HILL,,,land and buildings on the south side of Champion Hill,200003497737,"HOLDERNESS HOUSE, CHAMPION HILL, LONDON, SE5 8DR",HOLDERNESS HOUSE CHAMPION HILL
SE15 6QB,200003497721,WICKWAY COURT,CATOR STREET,,,"Gloucester Grove Housing Estate, London",200003497721,"WICKWAY COURT, CATOR STREET, LONDON, SE15 6QB",WICKWAY COURT CATOR STREET
SE5 7JD,200003497678,MARVELL HOUSE ELMINGTON ESTATE,CAMBERWELL ROAD,,,"Kenyon House, Bowyer Place, Milton House, Keats House, Part of Marvell House, Part of Kipling House, Landor House and Lamb House, Camberwell Road Part of Masterman House, Pope House part of Flecker House, Lomond Grove and part of 1 to 20 Broome Way, Camberwell",200003497678,"MARVELL HOUSE ELMINGTON ESTATE, CAMBERWELL ROAD, LONDON, SE5 7JD",MARVELL HOUSE ELMINGTON ESTATE CAMBERWELL ROAD
SE5 0EA,200003497677,"CASTLEMEAD, 232",CAMBERWELL ROAD,,,"Land on the west side of Camberwell Road, London",200003497677,"CASTLEMEAD, 232 CAMBERWELL ROAD, LONDON, SE5 0EA",CASTLEMEAD 232 CAMBERWELL ROAD
SE5 7BD,200003497610,PEABODY ESTATE,CAMBERWELL GREEN,,,"Blocks A to H and J to P Peabody Buildings, Camberwell Green, London",200003497610,"PEABODY ESTATE, CAMBERWELL GREEN, LONDON, SE5 7BD",PEABODY ESTATE CAMBERWELL GREEN
SE1 0UW,200003497563,"QUADRANT HOUSE, 15",BURRELL STREET,,,"land on the east side of Blackfriars Road, London and 4 and 6 Chancel Street, London (SE1 0UX)",200003497563,"QUADRANT HOUSE, 15 BURRELL STREET, LONDON, SE1 0UW",QUADRANT HOUSE 15 BURRELL STREET
SE1 4ET,200003497550,NASHE HOUSE LAWSON ESTATE,BURBAGE CLOSE,,,"Lawson Estate, Great Dover Street, London",200003497550,"NASHE HOUSE LAWSON ESTATE, BURBAGE CLOSE, LONDON, SE1 4ET",NASHE HOUSE LAWSON ESTATE BURBAGE CLOSE
SE1 4EU,200003497549,MUNDAY HOUSE LAWSON ESTATE,BURBAGE CLOSE,,,"Lawson Estate, Great Dover Street, London",200003497549,"MUNDAY HOUSE LAWSON ESTATE, BURBAGE CLOSE, LONDON, SE1 4EU",MUNDAY HOUSE LAWSON ESTATE BURBAGE CLOSE
SE1 4ER,200003497543,BEESTON HOUSE LAWSON ESTATE,BURBAGE CLOSE,,,"Lawson Estate, Great Dover Street, London",200003497543,"BEESTON HOUSE LAWSON ESTATE, BURBAGE CLOSE, LONDON, SE1 4ER",BEESTON HOUSE LAWSON ESTATE BURBAGE CLOSE
SE17 1DE,200003497516,SOUTHEY HOUSE BROWNING ESTATE,BROWNING STREET,,,"Curtis House, Gower House and Paxton House, Morecambe Street, Ellis House, Marnock House and Harrison House, Brandon Street, Nicholson House and Newbolt House, East Street, Barrett House and The Browning Playground, Browning Street, and Coleridge House, Cowper House, Gray House, Shelley House, Southey House and Tennyson House, King and Queen Street, London",200003497516,"SOUTHEY HOUSE BROWNING ESTATE, BROWNING STREET, LONDON, SE17 1DE",SOUTHEY HOUSE BROWNING ESTATE BROWNING STREET
SE17 2HF,200003497478,TRAFALGAR HOUSE NELSON ESTATE,BRONTI CLOSE,,,"14 to 22 and 28 to 90 (even numbers) East Street 1 to 37 Bronti Close Ringsfield House, Trafalgar House and Walsham House, Bronti Close the site of Bronti Close and Part of the site of Walworth Place, London",200003497478,"TRAFALGAR HOUSE NELSON ESTATE, BRONTI CLOSE, LONDON, SE17 2HF",TRAFALGAR HOUSE NELSON ESTATE BRONTI CLOSE
SE1 9LX,200003497463,25,BROADWALL,,,"25 Broadwall, London (SE1 9PS)",200003497463,"25 BROADWALL, LONDON, SE1 9LX",25 BROADWALL
SE1 9LX,200003497462,23,BROADWALL,,,"25 Broadwall, London (SE1 9PS)",200003497462,"23 BROADWALL, LONDON, SE1 9LX",23 BROADWALL
SE17 1ED,200003497444,NICHOLSON HOUSE BROWNING ESTATE,BRANDON STREET,,,"Curtis House, Gower House and Paxton House, Morecambe Street, Ellis House, Marnock House and Harrison House, Brandon Street, Nicholson House and Newbolt House, East Street, Barrett House and The Browning Playground, Browning Street, and Coleridge House, Cowper House, Gray House, Shelley House, Southey House and Tennyson House, King and Queen Street, London",200003497444,"NICHOLSON HOUSE BROWNING ESTATE, BRANDON STREET, LONDON, SE17 1ED",NICHOLSON HOUSE BROWNING ESTATE BRANDON STREET
SE17 1AA,200003497443,NEWBOLT HOUSE BROWNING ESTATE,BRANDON STREET,,,"Curtis House, Gower House and Paxton House, Morecambe Street, Ellis House, Marnock House and Harrison House, Brandon Street, Nicholson House and Newbolt House, East Street, Barrett House and The Browning Playground, Browning Street, and Coleridge House, Cowper House, Gray House, Shelley House, Southey House and Tennyson House, King and Queen Street, London",200003497443,"NEWBOLT HOUSE BROWNING ESTATE, BRANDON STREET, LONDON, SE17 1AA",NEWBOLT HOUSE BROWNING ESTATE BRANDON STREET
SE1 3FL,10090283884,2,HAVEN WAY,,,,10090283884,"2 HAVEN WAY, LONDON, SE1 3FL",2 HAVEN WAY
SE5 0XA,200003497428,CROSSMOUNT HOUSE WYNDHAM ESTATE,BOWYER STREET,,,"Land on the South side of Sultan Street, London",200003497428,"CROSSMOUNT HOUSE WYNDHAM ESTATE, BOWYER STREET, LONDON, SE5 0XA",CROSSMOUNT HOUSE WYNDHAM ESTATE BOWYER STREET
SE1 2PT,200003497426,"BOSS HOUSE, 2",BOSS STREET,,,"2 to 16 (even) Boss Street, London (SE1 2PS)",200003497426,"BOSS HOUSE, 2 BOSS STREET, LONDON, SE1 2PT",BOSS HOUSE 2 BOSS STREET
SE1 0AH,200003497416,MURPHY HOUSE BOROUGH ROAD ESTATE,BOROUGH ROAD,,,"Land and buildings at Boyfield Street, Lancaster Street, Davidge Street and Milcote Street and land and buildings on the south side of Webber Street, London",200003497416,"MURPHY HOUSE BOROUGH ROAD ESTATE, BOROUGH ROAD, LONDON, SE1 0AH",MURPHY HOUSE BOROUGH ROAD ESTATE BOROUGH ROAD
SE1 1LB,200003497408,150-154,BOROUGH HIGH STREET,,,"140 to 148 (even), Borough High Street, (SE1 1LB)",200003497408,"150-154, BOROUGH HIGH STREET, LONDON, SE1 1LB",150-154 BOROUGH HIGH STREET
SE1 1LB,200003497406,"MAPLE BUILDING, 128-132",BOROUGH HIGH STREET,,,"128, 130 and 132 Borough High Street, London (SE1 1LB)",200003497406,"MAPLE BUILDING, 128-132, BOROUGH HIGH STREET, LONDON, SE1 1LB",MAPLE BUILDING 128-132 BOROUGH HIGH STREET
SE1 1XU,200003497404,"TOWN HALL CHAMBERS, 32",BOROUGH HIGH STREET,,,"32 and 34 Borough High Street, (SE1 1XU)",200003497404,"TOWN HALL CHAMBERS, 32 BOROUGH HIGH STREET, LONDON, SE1 1XU",TOWN HALL CHAMBERS 32 BOROUGH HIGH STREET
SE16 7WJ,200003497393,"RUSHCUTTERS COURT, 2",BOAT LIFTER WAY,,,"Land at Mulberry Building, Plough Way",200003497393,"RUSHCUTTERS COURT, 2 BOAT LIFTER WAY, LONDON, SE16 7WJ",RUSHCUTTERS COURT 2 BOAT LIFTER WAY
SE15 6AG,200003497344,CAM COURT GLOUCESTER GROVE ESTATE,BIBURY CLOSE,,,"Gloucester Grove Housing Estate, London",200003497344,"CAM COURT GLOUCESTER GROVE ESTATE, BIBURY CLOSE, LONDON, SE15 6AG",CAM COURT GLOUCESTER GROVE ESTATE BIBURY CLOSE
SE15 6AE,200003497343,ANDOVERSFORD COURT,BIBURY CLOSE,,,"Gloucester Grove Housing Estate, London",200003497343,"ANDOVERSFORD COURT, BIBURY CLOSE, LONDON, SE15 6AE",ANDOVERSFORD COURT BIBURY CLOSE
SE5 0YL,200003497340,HORSMAN HOUSE GOSCHEN ESTATE,BETHWIN ROAD,,,Land and buildings on the North side of Bethwin Road,200003497340,"HORSMAN HOUSE GOSCHEN ESTATE, BETHWIN ROAD, LONDON, SE5 0YL",HORSMAN HOUSE GOSCHEN ESTATE BETHWIN ROAD
